date,product_id,product_name,category,quantity_sold,revenue,orders
2025-12-21,7,아로마 캔들 세트,생활,0,0,0
2025-12-21,8,무선 미니 가습기,가전,10,350000,9
2025-12-21,9,탁상용 저소음 선풍기,가전,6,270000,5
2025-12-21,10,프리미엄 호텔 침구 세트,침실,0,0,0
2025-12-22,1,감성 무드등,조명,5,195000,4
2025-12-22,2,메모리폼 경추 베개,침실,7,203000,6
2025-12-22,3,원목 핸들 머그컵,주방,11,165000,11
2025-12-22,4,무광 세라믹 접시 세트,주방,10,240000,9
2025-12-22,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2025-12-22,6,대용량 디퓨저,생활,10,200000,10
2025-12-22,7,아로마 캔들 세트,생활,0,0,0
2025-12-22,8,무선 미니 가습기,가전,10,350000,10
2025-12-22,9,탁상용 저소음 선풍기,가전,5,225000,5
2025-12-22,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2025-12-23,1,감성 무드등,조명,9,351000,8
2025-12-23,2,메모리폼 경추 베개,침실,9,261000,7
2025-12-23,3,원목 핸들 머그컵,주방,6,90000,6
2025-12-23,4,무광 세라믹 접시 세트,주방,9,216000,9
2025-12-23,5,북유럽 패브릭 포스터,인테리어,3,36000,1
2025-12-23,6,대용량 디퓨저,생활,10,200000,8
2025-12-23,7,아로마 캔들 세트,생활,0,0,0
2025-12-23,8,무선 미니 가습기,가전,9,315000,8
2025-12-23,9,탁상용 저소음 선풍기,가전,2,90000,0
2025-12-23,10,프리미엄 호텔 침구 세트,침실,6,360000,5
2025-12-24,1,감성 무드등,조명,5,195000,5
2025-12-24,2,메모리폼 경추 베개,침실,8,232000,6
2025-12-24,3,원목 핸들 머그컵,주방,10,150000,7
2025-12-24,4,무광 세라믹 접시 세트,주방,10,240000,8
2025-12-24,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2025-12-24,6,대용량 디퓨저,생활,10,200000,7
2025-12-24,7,아로마 캔들 세트,생활,0,0,0
2025-12-24,8,무선 미니 가습기,가전,6,210000,5
2025-12-24,9,탁상용 저소음 선풍기,가전,3,135000,1
2025-12-24,10,프리미엄 호텔 침구 세트,침실,3,180000,0
2025-12-25,1,감성 무드등,조명,6,234000,6
2025-12-25,2,메모리폼 경추 베개,침실,7,203000,4
2025-12-25,3,원목 핸들 머그컵,주방,11,165000,11
2025-12-25,4,무광 세라믹 접시 세트,주방,9,216000,8
2025-12-25,5,북유럽 패브릭 포스터,인테리어,4,48000,3
2025-12-25,6,대용량 디퓨저,생활,11,220000,8
2025-12-25,7,아로마 캔들 세트,생활,0,0,0
2025-12-25,8,무선 미니 가습기,가전,8,280000,6
2025-12-25,9,탁상용 저소음 선풍기,가전,4,180000,4
2025-12-25,10,프리미엄 호텔 침구 세트,침실,6,360000,6
2025-12-26,1,감성 무드등,조명,13,507000,12
2025-12-26,2,메모리폼 경추 베개,침실,8,232000,8
2025-12-26,3,원목 핸들 머그컵,주방,10,150000,9
2025-12-26,4,무광 세라믹 접시 세트,주방,8,192000,8
2025-12-26,5,북유럽 패브릭 포스터,인테리어,6,72000,6
2025-12-26,6,대용량 디퓨저,생활,13,260000,11
2025-12-26,7,아로마 캔들 세트,생활,0,0,0
2025-12-26,8,무선 미니 가습기,가전,7,245000,7
2025-12-26,9,탁상용 저소음 선풍기,가전,4,180000,4
2025-12-26,10,프리미엄 호텔 침구 세트,침실,12,720000,11
2025-12-27,1,감성 무드등,조명,13,507000,12
2025-12-27,2,메모리폼 경추 베개,침실,12,348000,12
2025-12-27,3,원목 핸들 머그컵,주방,7,105000,6
2025-12-27,4,무광 세라믹 접시 세트,주방,7,168000,5
2025-12-27,5,북유럽 패브릭 포스터,인테리어,7,84000,5
2025-12-27,6,대용량 디퓨저,생활,11,220000,9
2025-12-27,7,아로마 캔들 세트,생활,0,0,0
2025-12-27,8,무선 미니 가습기,가전,9,315000,9
2025-12-27,9,탁상용 저소음 선풍기,가전,7,315000,6
2025-12-27,10,프리미엄 호텔 침구 세트,침실,11,660000,11
2025-12-28,1,감성 무드등,조명,7,273000,6
2025-12-28,2,메모리폼 경추 베개,침실,7,203000,4
2025-12-28,3,원목 핸들 머그컵,주방,10,150000,10
2025-12-28,4,무광 세라믹 접시 세트,주방,10,240000,9
2025-12-28,5,북유럽 패브릭 포스터,인테리어,3,36000,2
2025-12-28,6,대용량 디퓨저,생활,13,260000,13
2025-12-28,7,아로마 캔들 세트,생활,8,200000,6
2025-12-28,8,무선 미니 가습기,가전,11,385000,11
2025-12-28,9,탁상용 저소음 선풍기,가전,6,270000,3
2025-12-28,10,프리미엄 호텔 침구 세트,침실,0,0,0
2025-12-29,1,감성 무드등,조명,7,273000,6
2025-12-29,2,메모리폼 경추 베개,침실,6,174000,6
2025-12-29,3,원목 핸들 머그컵,주방,13,195000,10
2025-12-29,4,무광 세라믹 접시 세트,주방,11,264000,8
2025-12-29,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2025-12-29,6,대용량 디퓨저,생활,11,220000,8
2025-12-29,7,아로마 캔들 세트,생활,9,225000,8
2025-12-29,8,무선 미니 가습기,가전,12,420000,12
2025-12-29,9,탁상용 저소음 선풍기,가전,5,225000,5
2025-12-29,10,프리미엄 호텔 침구 세트,침실,5,300000,4
2025-12-30,1,감성 무드등,조명,9,351000,8
2025-12-30,2,메모리폼 경추 베개,침실,6,174000,5
2025-12-30,3,원목 핸들 머그컵,주방,13,195000,13
2025-12-30,4,무광 세라믹 접시 세트,주방,11,264000,11
2025-12-30,5,북유럽 패브릭 포스터,인테리어,3,36000,3
2025-12-30,6,대용량 디퓨저,생활,6,120000,5
2025-12-30,7,아로마 캔들 세트,생활,11,275000,11
2025-12-30,8,무선 미니 가습기,가전,12,420000,10
2025-12-30,9,탁상용 저소음 선풍기,가전,3,135000,3
2025-12-30,10,프리미엄 호텔 침구 세트,침실,7,420000,7
2025-12-31,1,감성 무드등,조명,9,351000,9
2025-12-31,2,메모리폼 경추 베개,침실,5,145000,4
2025-12-31,3,원목 핸들 머그컵,주방,9,135000,6
2025-12-31,4,무광 세라믹 접시 세트,주방,9,216000,8
2025-12-31,5,북유럽 패브릭 포스터,인테리어,6,72000,6
2025-12-31,6,대용량 디퓨저,생활,10,200000,7
2025-12-31,7,아로마 캔들 세트,생활,10,250000,10
2025-12-31,8,무선 미니 가습기,가전,7,245000,4
2025-12-31,9,탁상용 저소음 선풍기,가전,4,180000,2
2025-12-31,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2026-01-01,1,감성 무드등,조명,7,273000,5
2026-01-01,2,메모리폼 경추 베개,침실,7,203000,6
2026-01-01,3,원목 핸들 머그컵,주방,11,165000,10
2026-01-01,4,무광 세라믹 접시 세트,주방,8,192000,8
2026-01-01,5,북유럽 패브릭 포스터,인테리어,2,24000,1
2026-01-01,6,대용량 디퓨저,생활,9,180000,7
2026-01-01,7,아로마 캔들 세트,생활,13,325000,13
2026-01-01,8,무선 미니 가습기,가전,11,385000,8
2026-01-01,9,탁상용 저소음 선풍기,가전,3,135000,2
2026-01-01,10,프리미엄 호텔 침구 세트,침실,9,540000,9
2026-01-02,1,감성 무드등,조명,8,312000,7
2026-01-02,2,메모리폼 경추 베개,침실,5,145000,4
2026-01-02,3,원목 핸들 머그컵,주방,8,120000,8
2026-01-02,4,무광 세라믹 접시 세트,주방,7,168000,6
2026-01-02,5,북유럽 패브릭 포스터,인테리어,7,84000,6
2026-01-02,6,대용량 디퓨저,생활,11,220000,8
2026-01-02,7,아로마 캔들 세트,생활,12,300000,12
2026-01-02,8,무선 미니 가습기,가전,15,525000,13
2026-01-02,9,탁상용 저소음 선풍기,가전,5,225000,3
2026-01-02,10,프리미엄 호텔 침구 세트,침실,9,540000,6
2026-01-03,1,감성 무드등,조명,9,351000,7
2026-01-03,2,메모리폼 경추 베개,침실,9,261000,9
2026-01-03,3,원목 핸들 머그컵,주방,11,165000,11
2026-01-03,4,무광 세라믹 접시 세트,주방,9,216000,8
2026-01-03,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2026-01-03,6,대용량 디퓨저,생활,11,220000,10
2026-01-03,7,아로마 캔들 세트,생활,11,275000,10
2026-01-03,8,무선 미니 가습기,가전,13,455000,13
2026-01-03,9,탁상용 저소음 선풍기,가전,7,315000,4
2026-01-03,10,프리미엄 호텔 침구 세트,침실,13,780000,11
2026-01-04,1,감성 무드등,조명,8,312000,5
2026-01-04,2,메모리폼 경추 베개,침실,6,174000,4
2026-01-04,3,원목 핸들 머그컵,주방,9,135000,8
2026-01-04,4,무광 세라믹 접시 세트,주방,10,240000,9
2026-01-04,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2026-01-04,6,대용량 디퓨저,생활,7,140000,5
2026-01-04,7,아로마 캔들 세트,생활,11,275000,10
2026-01-04,8,무선 미니 가습기,가전,12,420000,9
2026-01-04,9,탁상용 저소음 선풍기,가전,7,315000,4
2026-01-04,10,프리미엄 호텔 침구 세트,침실,12,720000,9
2026-01-05,1,감성 무드등,조명,4,156000,3
2026-01-05,2,메모리폼 경추 베개,침실,6,174000,4
2026-01-05,3,원목 핸들 머그컵,주방,11,165000,10
2026-01-05,4,무광 세라믹 접시 세트,주방,11,264000,9
2026-01-05,5,북유럽 패브릭 포스터,인테리어,4,48000,3
2026-01-05,6,대용량 디퓨저,생활,7,140000,4
2026-01-05,7,아로마 캔들 세트,생활,9,225000,9
2026-01-05,8,무선 미니 가습기,가전,12,420000,9
2026-01-05,9,탁상용 저소음 선풍기,가전,3,135000,3
2026-01-05,10,프리미엄 호텔 침구 세트,침실,4,240000,1
2026-01-06,1,감성 무드등,조명,6,234000,3
2026-01-06,2,메모리폼 경추 베개,침실,8,232000,7
2026-01-06,3,원목 핸들 머그컵,주방,14,210000,13
2026-01-06,4,무광 세라믹 접시 세트,주방,11,264000,8
2026-01-06,5,북유럽 패브릭 포스터,인테리어,6,72000,5
2026-01-06,6,대용량 디퓨저,생활,6,120000,6
2026-01-06,7,아로마 캔들 세트,생활,7,175000,4
2026-01-06,8,무선 미니 가습기,가전,15,525000,15
2026-01-06,9,탁상용 저소음 선풍기,가전,0,0,0
2026-01-06,10,프리미엄 호텔 침구 세트,침실,7,420000,6
2026-01-07,1,감성 무드등,조명,5,195000,3
2026-01-07,2,메모리폼 경추 베개,침실,9,261000,8
2026-01-07,3,원목 핸들 머그컵,주방,8,120000,5
2026-01-07,4,무광 세라믹 접시 세트,주방,9,216000,9
2026-01-07,5,북유럽 패브릭 포스터,인테리어,6,72000,4
2026-01-07,6,대용량 디퓨저,생활,6,120000,3
2026-01-07,7,아로마 캔들 세트,생활,10,250000,9
2026-01-07,8,무선 미니 가습기,가전,17,595000,15
2026-01-07,9,탁상용 저소음 선풍기,가전,2,90000,0
2026-01-07,10,프리미엄 호텔 침구 세트,침실,8,480000,6
2026-01-08,1,감성 무드등,조명,9,351000,8
2026-01-08,2,메모리폼 경추 베개,침실,9,261000,6
2026-01-08,3,원목 핸들 머그컵,주방,8,120000,5
2026-01-08,4,무광 세라믹 접시 세트,주방,8,192000,7
2026-01-08,5,북유럽 패브릭 포스터,인테리어,4,48000,4
2026-01-08,6,대용량 디퓨저,생활,7,140000,4
2026-01-08,7,아로마 캔들 세트,생활,11,275000,8
2026-01-08,8,무선 미니 가습기,가전,13,455000,12
2026-01-08,9,탁상용 저소음 선풍기,가전,5,225000,5
2026-01-08,10,프리미엄 호텔 침구 세트,침실,8,480000,5
2026-01-09,1,감성 무드등,조명,9,351000,6
2026-01-09,2,메모리폼 경추 베개,침실,10,290000,9
2026-01-09,3,원목 핸들 머그컵,주방,10,150000,7
2026-01-09,4,무광 세라믹 접시 세트,주방,9,216000,9
2026-01-09,5,북유럽 패브릭 포스터,인테리어,7,84000,5
2026-01-09,6,대용량 디퓨저,생활,9,180000,6
2026-01-09,7,아로마 캔들 세트,생활,14,350000,12
2026-01-09,8,무선 미니 가습기,가전,24,840000,24
2026-01-09,9,탁상용 저소음 선풍기,가전,5,225000,2
2026-01-09,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2026-01-10,1,감성 무드등,조명,8,312000,5
2026-01-10,2,메모리폼 경추 베개,침실,12,348000,10
2026-01-10,3,원목 핸들 머그컵,주방,9,135000,6
2026-01-10,4,무광 세라믹 접시 세트,주방,7,168000,6
2026-01-10,5,북유럽 패브릭 포스터,인테리어,6,72000,5
2026-01-10,6,대용량 디퓨저,생활,9,180000,8
2026-01-10,7,아로마 캔들 세트,생활,8,200000,5
2026-01-10,8,무선 미니 가습기,가전,26,910000,23
2026-01-10,9,탁상용 저소음 선풍기,가전,9,405000,6
2026-01-10,10,프리미엄 호텔 침구 세트,침실,9,540000,9
2026-01-11,1,감성 무드등,조명,8,312000,7
2026-01-11,2,메모리폼 경추 베개,침실,12,348000,11
2026-01-11,3,원목 핸들 머그컵,주방,9,135000,6
2026-01-11,4,무광 세라믹 접시 세트,주방,10,240000,9
2026-01-11,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2026-01-11,6,대용량 디퓨저,생활,11,220000,11
2026-01-11,7,아로마 캔들 세트,생활,11,275000,11
2026-01-11,8,무선 미니 가습기,가전,21,735000,19
2026-01-11,9,탁상용 저소음 선풍기,가전,6,270000,3
2026-01-11,10,프리미엄 호텔 침구 세트,침실,11,660000,8
2026-01-12,1,감성 무드등,조명,7,273000,5
2026-01-12,2,메모리폼 경추 베개,침실,8,232000,6
2026-01-12,3,원목 핸들 머그컵,주방,13,195000,11
2026-01-12,4,무광 세라믹 접시 세트,주방,13,312000,13
2026-01-12,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2026-01-12,6,대용량 디퓨저,생활,6,120000,3
2026-01-12,7,아로마 캔들 세트,생활,8,200000,6
2026-01-12,8,무선 미니 가습기,가전,13,455000,13
2026-01-12,9,탁상용 저소음 선풍기,가전,3,135000,1
2026-01-12,10,프리미엄 호텔 침구 세트,침실,8,480000,8
2026-01-13,1,감성 무드등,조명,5,195000,3
2026-01-13,2,메모리폼 경추 베개,침실,9,261000,9
2026-01-13,3,원목 핸들 머그컵,주방,12,180000,9
2026-01-13,4,무광 세라믹 접시 세트,주방,10,240000,8
2026-01-13,5,북유럽 패브릭 포스터,인테리어,8,96000,6
2026-01-13,6,대용량 디퓨저,생활,10,200000,8
2026-01-13,7,아로마 캔들 세트,생활,10,250000,7
2026-01-13,8,무선 미니 가습기,가전,8,280000,5
2026-01-13,9,탁상용 저소음 선풍기,가전,4,180000,1
2026-01-13,10,프리미엄 호텔 침구 세트,침실,8,480000,5
2026-01-14,1,감성 무드등,조명,7,273000,7
2026-01-14,2,메모리폼 경추 베개,침실,9,261000,6
2026-01-14,3,원목 핸들 머그컵,주방,9,135000,7
2026-01-14,4,무광 세라믹 접시 세트,주방,11,264000,8
2026-01-14,5,북유럽 패브릭 포스터,인테리어,2,24000,0
2026-01-14,6,대용량 디퓨저,생활,6,120000,5
2026-01-14,7,아로마 캔들 세트,생활,11,275000,11
2026-01-14,8,무선 미니 가습기,가전,17,595000,15
2026-01-14,9,탁상용 저소음 선풍기,가전,3,135000,2
2026-01-14,10,프리미엄 호텔 침구 세트,침실,4,240000,4
2026-01-15,1,감성 무드등,조명,10,390000,9
2026-01-15,2,메모리폼 경추 베개,침실,9,261000,8
2026-01-15,3,원목 핸들 머그컵,주방,13,195000,11
2026-01-15,4,무광 세라믹 접시 세트,주방,8,192000,8
2026-01-15,5,북유럽 패브릭 포스터,인테리어,8,96000,8
2026-01-15,6,대용량 디퓨저,생활,9,180000,9
2026-01-15,7,아로마 캔들 세트,생활,7,175000,4
2026-01-15,8,무선 미니 가습기,가전,0,0,0
2026-01-15,9,탁상용 저소음 선풍기,가전,3,135000,0
2026-01-15,10,프리미엄 호텔 침구 세트,침실,5,300000,2
2026-01-16,1,감성 무드등,조명,10,390000,8
2026-01-16,2,메모리폼 경추 베개,침실,10,290000,10
2026-01-16,3,원목 핸들 머그컵,주방,9,135000,6
2026-01-16,4,무광 세라믹 접시 세트,주방,12,288000,11
2026-01-16,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2026-01-16,6,대용량 디퓨저,생활,12,240000,10
2026-01-16,7,아로마 캔들 세트,생활,15,375000,15
2026-01-16,8,무선 미니 가습기,가전,0,0,0
2026-01-16,9,탁상용 저소음 선풍기,가전,5,225000,4
2026-01-16,10,프리미엄 호텔 침구 세트,침실,12,720000,10
2026-01-17,1,감성 무드등,조명,10,390000,9
2026-01-17,2,메모리폼 경추 베개,침실,6,174000,6
2026-01-17,3,원목 핸들 머그컵,주방,10,150000,9
2026-01-17,4,무광 세라믹 접시 세트,주방,9,216000,6
2026-01-17,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2026-01-17,6,대용량 디퓨저,생활,13,260000,11
2026-01-17,7,아로마 캔들 세트,생활,19,475000,19
2026-01-17,8,무선 미니 가습기,가전,16,560000,14
2026-01-17,9,탁상용 저소음 선풍기,가전,6,270000,3
2026-01-17,10,프리미엄 호텔 침구 세트,침실,11,660000,8
2026-01-18,1,감성 무드등,조명,10,390000,7
2026-01-18,2,메모리폼 경추 베개,침실,8,232000,6
2026-01-18,3,원목 핸들 머그컵,주방,8,120000,8
2026-01-18,4,무광 세라믹 접시 세트,주방,7,168000,5
2026-01-18,5,북유럽 패브릭 포스터,인테리어,8,96000,7
2026-01-18,6,대용량 디퓨저,생활,8,160000,7
2026-01-18,7,아로마 캔들 세트,생활,14,350000,13
2026-01-18,8,무선 미니 가습기,가전,16,560000,16
2026-01-18,9,탁상용 저소음 선풍기,가전,7,315000,6
2026-01-18,10,프리미엄 호텔 침구 세트,침실,8,480000,6
2026-01-19,1,감성 무드등,조명,6,234000,5
2026-01-19,2,메모리폼 경추 베개,침실,4,116000,3
2026-01-19,3,원목 핸들 머그컵,주방,12,180000,12
2026-01-19,4,무광 세라믹 접시 세트,주방,10,240000,9
2026-01-19,5,북유럽 패브릭 포스터,인테리어,5,60000,2
2026-01-19,6,대용량 디퓨저,생활,7,140000,5
2026-01-19,7,아로마 캔들 세트,생활,9,225000,7
2026-01-19,8,무선 미니 가습기,가전,11,385000,8
2026-01-19,9,탁상용 저소음 선풍기,가전,3,135000,0
2026-01-19,10,프리미엄 호텔 침구 세트,침실,5,300000,3
2026-01-20,1,감성 무드등,조명,6,234000,5
2026-01-20,2,메모리폼 경추 베개,침실,8,232000,8
2026-01-20,3,원목 핸들 머그컵,주방,9,135000,6
2026-01-20,4,무광 세라믹 접시 세트,주방,7,168000,6
2026-01-20,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2026-01-20,6,대용량 디퓨저,생활,7,140000,4
2026-01-20,7,아로마 캔들 세트,생활,11,275000,8
2026-01-20,8,무선 미니 가습기,가전,9,315000,7
2026-01-20,9,탁상용 저소음 선풍기,가전,3,135000,1
2026-01-20,10,프리미엄 호텔 침구 세트,침실,8,480000,5
2026-01-21,1,감성 무드등,조명,7,273000,5
2026-01-21,2,메모리폼 경추 베개,침실,8,232000,5
2026-01-21,3,원목 핸들 머그컵,주방,10,150000,10
2026-01-21,4,무광 세라믹 접시 세트,주방,9,216000,9
2026-01-21,5,북유럽 패브릭 포스터,인테리어,4,48000,1
2026-01-21,6,대용량 디퓨저,생활,11,220000,11
2026-01-21,7,아로마 캔들 세트,생활,9,225000,8
2026-01-21,8,무선 미니 가습기,가전,12,420000,12
2026-01-21,9,탁상용 저소음 선풍기,가전,2,90000,0
2026-01-21,10,프리미엄 호텔 침구 세트,침실,7,420000,7
2026-01-22,1,감성 무드등,조명,4,156000,1
2026-01-22,2,메모리폼 경추 베개,침실,9,261000,7
2026-01-22,3,원목 핸들 머그컵,주방,11,165000,11
2026-01-22,4,무광 세라믹 접시 세트,주방,9,216000,9
2026-01-22,5,북유럽 패브릭 포스터,인테리어,3,36000,2
2026-01-22,6,대용량 디퓨저,생활,8,160000,7
2026-01-22,7,아로마 캔들 세트,생활,11,275000,10
2026-01-22,8,무선 미니 가습기,가전,11,385000,9
2026-01-22,9,탁상용 저소음 선풍기,가전,3,135000,2
2026-01-22,10,프리미엄 호텔 침구 세트,침실,7,420000,6
2026-01-23,1,감성 무드등,조명,9,351000,8
2026-01-23,2,메모리폼 경추 베개,침실,7,203000,7
2026-01-23,3,원목 핸들 머그컵,주방,14,210000,11
2026-01-23,4,무광 세라믹 접시 세트,주방,9,216000,7
2026-01-23,5,북유럽 패브릭 포스터,인테리어,7,84000,6
2026-01-23,6,대용량 디퓨저,생활,8,160000,7
2026-01-23,7,아로마 캔들 세트,생활,11,275000,9
2026-01-23,8,무선 미니 가습기,가전,7,245000,4
2026-01-23,9,탁상용 저소음 선풍기,가전,5,225000,5
2026-01-23,10,프리미엄 호텔 침구 세트,침실,11,660000,10
2026-01-24,1,감성 무드등,조명,13,507000,13
2026-01-24,2,메모리폼 경추 베개,침실,10,290000,7
2026-01-24,3,원목 핸들 머그컵,주방,10,150000,10
2026-01-24,4,무광 세라믹 접시 세트,주방,8,192000,7
2026-01-24,5,북유럽 패브릭 포스터,인테리어,6,72000,4
2026-01-24,6,대용량 디퓨저,생활,10,200000,10
2026-01-24,7,아로마 캔들 세트,생활,15,375000,12
2026-01-24,8,무선 미니 가습기,가전,12,420000,10
2026-01-24,9,탁상용 저소음 선풍기,가전,7,315000,7
2026-01-24,10,프리미엄 호텔 침구 세트,침실,13,780000,11
2026-01-25,1,감성 무드등,조명,8,312000,7
2026-01-25,2,메모리폼 경추 베개,침실,6,174000,3
2026-01-25,3,원목 핸들 머그컵,주방,9,135000,6
2026-01-25,4,무광 세라믹 접시 세트,주방,8,192000,7
2026-01-25,5,북유럽 패브릭 포스터,인테리어,5,60000,2
2026-01-25,6,대용량 디퓨저,생활,7,140000,5
2026-01-25,7,아로마 캔들 세트,생활,12,300000,11
2026-01-25,8,무선 미니 가습기,가전,10,350000,10
2026-01-25,9,탁상용 저소음 선풍기,가전,5,225000,4
2026-01-25,10,프리미엄 호텔 침구 세트,침실,12,720000,12
2026-01-26,1,감성 무드등,조명,5,195000,4
2026-01-26,2,메모리폼 경추 베개,침실,7,203000,5
2026-01-26,3,원목 핸들 머그컵,주방,15,225000,13
2026-01-26,4,무광 세라믹 접시 세트,주방,7,168000,6
2026-01-26,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2026-01-26,6,대용량 디퓨저,생활,7,140000,5
2026-01-26,7,아로마 캔들 세트,생활,8,200000,5
2026-01-26,8,무선 미니 가습기,가전,9,315000,9
2026-01-26,9,탁상용 저소음 선풍기,가전,4,180000,1
2026-01-26,10,프리미엄 호텔 침구 세트,침실,6,360000,6
2026-01-27,1,감성 무드등,조명,8,312000,7
2026-01-27,2,메모리폼 경추 베개,침실,6,174000,3
2026-01-27,3,원목 핸들 머그컵,주방,17,255000,15
2026-01-27,4,무광 세라믹 접시 세트,주방,12,288000,12
2026-01-27,5,북유럽 패브릭 포스터,인테리어,4,48000,3
2026-01-27,6,대용량 디퓨저,생활,11,220000,8
2026-01-27,7,아로마 캔들 세트,생활,7,175000,5
2026-01-27,8,무선 미니 가습기,가전,11,385000,11
2026-01-27,9,탁상용 저소음 선풍기,가전,1,45000,0
2026-01-27,10,프리미엄 호텔 침구 세트,침실,6,360000,4
2026-01-28,1,감성 무드등,조명,4,156000,1
2026-01-28,2,메모리폼 경추 베개,침실,9,261000,6
2026-01-28,3,원목 핸들 머그컵,주방,12,180000,11
2026-01-28,4,무광 세라믹 접시 세트,주방,12,288000,11
2026-01-28,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2026-01-28,6,대용량 디퓨저,생활,11,220000,8
2026-01-28,7,아로마 캔들 세트,생활,7,175000,7
2026-01-28,8,무선 미니 가습기,가전,10,350000,7
2026-01-28,9,탁상용 저소음 선풍기,가전,3,135000,0
2026-01-28,10,프리미엄 호텔 침구 세트,침실,7,420000,4
2026-01-29,1,감성 무드등,조명,6,234000,5
2026-01-29,2,메모리폼 경추 베개,침실,8,232000,8
2026-01-29,3,원목 핸들 머그컵,주방,12,180000,12
2026-01-29,4,무광 세라믹 접시 세트,주방,9,216000,6
2026-01-29,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2026-01-29,6,대용량 디퓨저,생활,7,140000,6
2026-01-29,7,아로마 캔들 세트,생활,7,175000,4
2026-01-29,8,무선 미니 가습기,가전,7,245000,4
2026-01-29,9,탁상용 저소음 선풍기,가전,5,225000,4
2026-01-29,10,프리미엄 호텔 침구 세트,침실,9,540000,7
2026-01-30,1,감성 무드등,조명,6,234000,6
2026-01-30,2,메모리폼 경추 베개,침실,6,174000,5
2026-01-30,3,원목 핸들 머그컵,주방,10,150000,10
2026-01-30,4,무광 세라믹 접시 세트,주방,7,168000,7
2026-01-30,5,북유럽 패브릭 포스터,인테리어,5,60000,5
2026-01-30,6,대용량 디퓨저,생활,10,200000,7
2026-01-30,7,아로마 캔들 세트,생활,18,450000,18
2026-01-30,8,무선 미니 가습기,가전,11,385000,8
2026-01-30,9,탁상용 저소음 선풍기,가전,6,270000,3
2026-01-30,10,프리미엄 호텔 침구 세트,침실,9,540000,7
2026-01-31,1,감성 무드등,조명,10,390000,8
2026-01-31,2,메모리폼 경추 베개,침실,7,203000,6
2026-01-31,3,원목 핸들 머그컵,주방,6,90000,4
2026-01-31,4,무광 세라믹 접시 세트,주방,9,216000,8
2026-01-31,5,북유럽 패브릭 포스터,인테리어,9,108000,9
2026-01-31,6,대용량 디퓨저,생활,8,160000,5
2026-01-31,7,아로마 캔들 세트,생활,13,325000,13
2026-01-31,8,무선 미니 가습기,가전,14,490000,14
2026-01-31,9,탁상용 저소음 선풍기,가전,6,270000,4
2026-01-31,10,프리미엄 호텔 침구 세트,침실,7,420000,6
2026-02-01,1,감성 무드등,조명,11,429000,11
2026-02-01,2,메모리폼 경추 베개,침실,10,290000,10
2026-02-01,3,원목 핸들 머그컵,주방,8,120000,6
2026-02-01,4,무광 세라믹 접시 세트,주방,9,216000,7
2026-02-01,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2026-02-01,6,대용량 디퓨저,생활,11,220000,9
2026-02-01,7,아로마 캔들 세트,생활,10,250000,9
2026-02-01,8,무선 미니 가습기,가전,13,455000,12
2026-02-01,9,탁상용 저소음 선풍기,가전,7,315000,5
2026-02-01,10,프리미엄 호텔 침구 세트,침실,13,780000,10
2026-02-02,1,감성 무드등,조명,5,195000,5
2026-02-02,2,메모리폼 경추 베개,침실,9,261000,6
2026-02-02,3,원목 핸들 머그컵,주방,10,150000,8
2026-02-02,4,무광 세라믹 접시 세트,주방,9,216000,7
2026-02-02,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2026-02-02,6,대용량 디퓨저,생활,6,120000,6
2026-02-02,7,아로마 캔들 세트,생활,7,175000,6
2026-02-02,8,무선 미니 가습기,가전,9,315000,7
2026-02-02,9,탁상용 저소음 선풍기,가전,0,0,0
2026-02-02,10,프리미엄 호텔 침구 세트,침실,5,300000,4
2026-02-03,1,감성 무드등,조명,9,351000,6
2026-02-03,2,메모리폼 경추 베개,침실,6,174000,6
2026-02-03,3,원목 핸들 머그컵,주방,8,120000,5
2026-02-03,4,무광 세라믹 접시 세트,주방,11,264000,10
2026-02-03,5,북유럽 패브릭 포스터,인테리어,5,60000,3
2026-02-03,6,대용량 디퓨저,생활,9,180000,7
2026-02-03,7,아로마 캔들 세트,생활,5,125000,4
2026-02-03,8,무선 미니 가습기,가전,12,420000,9
2026-02-03,9,탁상용 저소음 선풍기,가전,4,180000,4
2026-02-03,10,프리미엄 호텔 침구 세트,침실,7,420000,7
2026-02-04,1,감성 무드등,조명,6,234000,3
2026-02-04,2,메모리폼 경추 베개,침실,7,203000,6
2026-02-04,3,원목 핸들 머그컵,주방,10,150000,8
2026-02-04,4,무광 세라믹 접시 세트,주방,9,216000,9
